id;calle_principal;dia;hora;plan;tiempo;velocidad;tiempo_entre_largo;DCA;nivel_congestion;infeccion;id_arco_id
8567;Exequiel Fernández;Saturday;9:00;P7;55.75;21.83;164.9;0;2;0;20
8568;Exequiel Fernández;Saturday;9:15;P7;53.71;22.65;158.9;0;2;0;20
8569;Exequiel Fernández;Saturday;9:30;P7;54.31;22.4;160.7;0;2;0;20
8570;Exequiel Fernández;Saturday;9:45;P7;54.4;22.37;160.9;0;2;0;20
8571;Exequiel Fernández;Saturday;10:00;P7;55.85;21.79;165.2;0;2;0;20
8572;Exequiel Fernández;Saturday;10:15;P7;61.07;19.93;180.7;0;2;0;20
8573;Exequiel Fernández;Saturday;10:30;P7;57.87;21.02;171.2;0;2;0;20
8574;Exequiel Fernández;Saturday;10:45;P7;58.93;20.65;174.3;0;2;0;20
8575;Exequiel Fernández;Saturday;11:00;P7;69.93;17.4;206.9;16.9;3;0;20
8576;Exequiel Fernández;Saturday;11:15;P7;77;15.8;227.8;37.8;3;0;20
8577;Exequiel Fernández;Saturday;11:30;P7;70.93;17.16;209.8;19.8;3;0;20
8578;Exequiel Fernández;Saturday;11:45;P7;71.12;17.11;210.4;20.4;3;0;20
8579;Exequiel Fernández;Saturday;12:00;P7;79.92;15.22;236.5;46.5;3;0;20
8580;Exequiel Fernández;Saturday;12:15;P31;87.44;13.92;258.7;68.7;4;2;20
8581;Exequiel Fernández;Saturday;12:30;P31;88.69;13.72;262.4;72.4;4;2;20
8582;Exequiel Fernández;Saturday;12:45;P31;90.87;13.39;268.8;78.8;4;2;20
8583;Exequiel Fernández;Saturday;13:00;P31;86.24;14.11;255.1;65.1;4;2;20
8584;Exequiel Fernández;Saturday;13:15;P31;83.87;14.51;248.1;58.1;4;2;20
8585;Exequiel Fernández;Saturday;13:30;P31;89.64;13.57;265.2;75.2;4;2;20
8586;Exequiel Fernández;Saturday;13:45;P31;87.44;13.92;258.7;68.7;4;2;20
8587;Exequiel Fernández;Saturday;14:00;P31;90.12;13.5;266.6;76.6;4;2;20
8588;Exequiel Fernández;Saturday;14:15;P31;81;15.02;239.6;49.6;3;1;20
8589;Exequiel Fernández;Saturday;14:30;P31;68.82;17.68;203.6;13.6;3;1;20
8590;Exequiel Fernández;Saturday;14:45;P31;62.17;19.57;183.9;0;2;1;20
8591;Exequiel Fernández;Saturday;15:00;P31;60.24;20.2;178.2;0;2;1;20
8592;Exequiel Fernández;Saturday;15:15;P31;56.25;21.63;166.4;0;2;1;20
8593;Exequiel Fernández;Saturday;15:30;P31;56.93;21.37;168.4;0;2;1;20
8594;Exequiel Fernández;Saturday;15:45;P7;58.31;20.87;172.5;0;2;1;20
8595;Exequiel Fernández;Saturday;16:00;P7;55.2;22.04;163.3;0;2;1;20
8596;Exequiel Fernández;Saturday;16:15;P7;58;20.98;171.6;0;2;1;20
8597;Exequiel Fernández;Saturday;16:30;P7;55.75;21.83;164.9;0;2;1;20
8598;Exequiel Fernández;Saturday;16:45;P7;53.62;22.69;158.6;0;2;1;20
8599;Exequiel Fernández;Saturday;17:00;P7;59.06;20.6;174.7;0;2;1;20
8600;Exequiel Fernández;Saturday;17:15;P7;48.92;24.87;144.7;0;2;1;20
8601;Exequiel Fernández;Saturday;17:30;P6;53.69;22.66;158.8;0;2;1;20
8602;Exequiel Fernández;Saturday;17:45;P6;59.53;20.44;176.1;0;2;1;20
8603;Exequiel Fernández;Saturday;18:00;P6;55.44;21.95;164;0;2;1;20
8604;Exequiel Fernández;Saturday;18:15;P6;54.77;22.22;162;0;2;1;20
8605;Exequiel Fernández;Saturday;18:30;P6;56.06;21.71;165.9;0;2;1;20
8606;Exequiel Fernández;Saturday;18:45;P6;56.31;21.61;166.6;0;2;1;20
8607;Exequiel Fernández;Saturday;19:00;P6;57.16;21.29;169.1;0;2;1;20
8608;Exequiel Fernández;Saturday;19:15;P6;62.25;19.55;184.2;0;2;1;20
8609;Exequiel Fernández;Saturday;19:30;P6;62.27;19.54;184.2;0;2;1;20
8610;Exequiel Fernández;Saturday;19:45;P6;58.4;20.84;172.8;0;2;1;20
8611;Exequiel Fernández;Saturday;20:00;P6;58.76;20.71;173.9;0;2;1;20
8612;Exequiel Fernández;Saturday;20:15;P6;56.92;21.38;168.4;0;2;1;20
8613;Exequiel Fernández;Saturday;20:30;P6;56.18;21.66;166.2;0;2;1;20
8614;Exequiel Fernández;Saturday;20:45;P6;55.93;21.76;165.5;0;2;1;20
8615;Exequiel Fernández;Saturday;21:00;P6;56.67;21.47;167.7;0;2;1;20
8616;Exequiel Fernández;Saturday;21:15;P6;56.29;21.62;166.5;0;2;1;20
8617;Exequiel Fernández;Saturday;21:30;P6;51.07;23.83;151.1;0;2;1;20
8618;Exequiel Fernández;Saturday;21:45;P7;46.6;26.11;137.9;0;2;1;20
8619;Exequiel Fernández;Sunday;6:30;P8;64.93;18.74;192.1;2.1;3;0;20
8620;Exequiel Fernández;Sunday;6:45;P8;56.2;21.65;166.3;0;2;0;20
8621;Exequiel Fernández;Sunday;7:00;P8;62.87;19.35;186;0;2;0;20
8622;Exequiel Fernández;Sunday;7:15;P8;58.53;20.79;173.2;0;2;0;20
8623;Exequiel Fernández;Sunday;7:30;P8;61.13;19.9;180.9;0;2;0;20
8624;Exequiel Fernández;Sunday;7:45;P8;62.07;19.6;183.6;0;2;0;20
8625;Exequiel Fernández;Sunday;8:00;P8;59.07;20.6;174.8;0;2;0;20
8626;Exequiel Fernández;Sunday;8:15;P8;57.41;21.19;169.9;0;2;0;20
8627;Exequiel Fernández;Sunday;8:30;P8;62.14;19.58;183.9;0;2;0;20
8628;Exequiel Fernández;Sunday;8:45;P8;62.2;19.56;184;0;2;0;20
8629;Exequiel Fernández;Sunday;9:00;P8;71;17.14;210.1;20.1;3;0;20
8630;Exequiel Fernández;Sunday;9:15;P8;63.75;19.09;188.6;0;2;0;20
8631;Exequiel Fernández;Sunday;9:30;P8;58.31;20.87;172.5;0;2;0;20
8632;Exequiel Fernández;Sunday;9:45;P8;57.53;21.15;170.2;0;2;0;20
8633;Exequiel Fernández;Sunday;10:00;P7;50.87;23.92;150.5;0;2;0;20
8634;Exequiel Fernández;Sunday;10:15;P7;55.92;21.76;165.5;0;2;0;20
8635;Exequiel Fernández;Sunday;10:30;P7;46.5;26.17;137.6;0;2;0;20
8636;Exequiel Fernández;Sunday;10:45;P7;58.56;20.78;173.3;0;2;0;20
8637;Exequiel Fernández;Sunday;11:00;P7;57.31;21.23;169.5;0;2;0;20
8638;Exequiel Fernández;Sunday;11:15;P6;59.4;20.48;175.7;0;2;0;20
8639;Exequiel Fernández;Sunday;11:30;P6;56.24;21.64;166.4;0;2;0;20
8640;Exequiel Fernández;Sunday;11:45;P6;62.8;19.38;185.8;0;2;0;20
8641;Exequiel Fernández;Sunday;12:00;P6;65.64;18.54;194.2;4.2;3;0;20
8642;Exequiel Fernández;Sunday;12:15;P6;62.2;19.56;184;0;2;0;20
8643;Exequiel Fernández;Sunday;12:30;P6;54.06;22.51;159.9;0;2;0;20
8644;Exequiel Fernández;Sunday;12:45;P6;58.93;20.65;174.4;0;2;0;20
8645;Exequiel Fernández;Sunday;13:00;P6;55.57;21.9;164.4;0;2;0;20
8646;Exequiel Fernández;Sunday;13:15;P6;61.29;19.85;181.3;0;2;0;20
8647;Exequiel Fernández;Sunday;13:30;P6;64.19;18.96;189.9;0;2;0;20
8648;Exequiel Fernández;Sunday;13:45;P6;60.79;20.02;179.8;0;2;0;20
8649;Exequiel Fernández;Sunday;14:00;P6;61.73;19.71;182.6;0;2;0;20
8650;Exequiel Fernández;Sunday;14:15;P6;52.38;23.23;155;0;2;0;20
8651;Exequiel Fernández;Sunday;14:30;P7;49.06;24.8;145.2;0;2;0;20
8652;Exequiel Fernández;Sunday;14:45;P7;48.15;25.27;142.5;0;2;0;20
8653;Exequiel Fernández;Sunday;15:00;P7;52.29;23.27;154.7;0;2;0;20
8654;Exequiel Fernández;Sunday;15:15;P7;49.46;24.6;146.3;0;2;0;20
8655;Exequiel Fernández;Sunday;15:30;P7;49.72;24.47;147.1;0;2;0;20
8656;Exequiel Fernández;Sunday;15:45;P7;65.15;18.68;192.8;2.8;3;0;20
8657;Exequiel Fernández;Sunday;16:00;P7;63.53;19.15;188;0;2;0;20
8658;Exequiel Fernández;Sunday;16:15;P7;57;21.35;168.6;0;2;0;20
8659;Exequiel Fernández;Sunday;16:30;P7;53.73;22.65;159;0;2;0;20
8660;Exequiel Fernández;Sunday;16:45;P7;57.36;21.21;169.7;0;2;0;20
8661;Exequiel Fernández;Sunday;17:00;P7;50.31;24.18;148.9;0;2;0;20
8662;Exequiel Fernández;Sunday;17:15;P7;57.14;21.29;169.1;0;2;0;20
8663;Exequiel Fernández;Sunday;17:30;P6;47.12;25.82;139.4;0;2;0;20
8664;Exequiel Fernández;Sunday;17:45;P6;52.14;23.34;154.3;0;2;0;20
8665;Exequiel Fernández;Sunday;18:00;P6;54.6;22.29;161.5;0;2;0;20
8666;Exequiel Fernández;Sunday;18:15;P6;55.93;21.76;165.5;0;2;0;20
8667;Exequiel Fernández;Sunday;18:30;P6;57.33;21.22;169.6;0;2;0;20
8668;Exequiel Fernández;Sunday;18:45;P6;58.08;20.95;171.8;0;2;0;20
8669;Exequiel Fernández;Sunday;19:00;P6;54.59;22.29;161.5;0;2;0;20
8670;Exequiel Fernández;Sunday;19:15;P6;56.47;21.55;167.1;0;2;0;20
8671;Exequiel Fernández;Sunday;19:30;P6;57.69;21.09;170.7;0;2;0;20
8672;Exequiel Fernández;Sunday;19:45;P6;54.37;22.38;160.9;0;2;0;20
8673;Exequiel Fernández;Sunday;20:00;P6;59.69;20.39;176.6;0;2;0;20
8674;Exequiel Fernández;Sunday;20:15;P7;56.57;21.51;167.4;0;2;0;20
8675;Exequiel Fernández;Sunday;20:30;P7;57.57;21.14;170.3;0;2;0;20
8676;Exequiel Fernández;Sunday;20:45;P7;54.59;22.29;161.5;0;2;0;20
8677;Exequiel Fernández;Sunday;21:00;P7;52.23;23.3;154.5;0;2;0;20
8678;Exequiel Fernández;Sunday;21:15;P7;53;22.96;156.8;0;2;0;20
8679;Exequiel Fernández;Sunday;21:30;P7;56.13;21.68;166.1;0;2;0;20
8680;Exequiel Fernández;Sunday;21:45;P7;57.25;21.25;169.4;0;2;0;20
8681;Exequiel Fernández;Monday;6:30;P8;69.19;22.79;158;0;2;0;21
8682;Exequiel Fernández;Monday;6:45;P8;67.06;23.51;153.1;0;2;0;21
8683;Exequiel Fernández;Monday;7:00;P31;73.36;21.49;167.5;0;2;0;21
8684;Exequiel Fernández;Monday;7:15;P31;80.73;19.53;184.3;0;2;0;21
8685;Exequiel Fernández;Monday;7:30;P1;94.79;16.64;216.4;26.4;3;0;21
8686;Exequiel Fernández;Monday;7:45;P1;181.43;8.69;414.2;224.2;5;2;21
8687;Exequiel Fernández;Monday;8:00;P1;307.31;5.13;701.6;511.6;6;2;21
8688;Exequiel Fernández;Monday;8:15;P1;298.2;5.29;680.8;490.8;6;2;21
8689;Exequiel Fernández;Monday;8:30;P1;210.43;7.49;480.4;290.4;5;2;21
8690;Exequiel Fernández;Monday;8:45;P1;115.21;13.69;263;73;4;2;21
8691;Exequiel Fernández;Monday;9:00;P2;95.62;16.49;218.3;28.3;3;1;21
8692;Exequiel Fernández;Monday;9:15;P2;79.73;19.78;182;0;2;1;21
8693;Exequiel Fernández;Monday;9:30;P2;71.73;21.98;163.8;0;2;1;21
8694;Exequiel Fernández;Monday;9:45;P2;75.06;21.01;171.4;0;2;1;21
8695;Exequiel Fernández;Monday;10:00;P31;74.65;21.12;170.4;0;2;1;21
8696;Exequiel Fernández;Monday;10:15;P31;59.75;26.39;136.4;0;2;1;21
8697;Exequiel Fernández;Monday;10:30;P31;54.44;28.97;124.3;0;2;1;21
8698;Exequiel Fernández;Monday;10:45;P31;56.47;27.92;128.9;0;2;1;21
8699;Exequiel Fernández;Monday;11:00;P31;73.36;21.49;167.5;0;2;1;21
8700;Exequiel Fernández;Monday;11:15;P31;77.88;20.25;177.8;0;2;1;21
8701;Exequiel Fernández;Monday;11:30;P31;71.77;21.97;163.9;0;2;1;21
8702;Exequiel Fernández;Monday;11:45;P31;73.35;21.5;167.5;0;2;1;21
8703;Exequiel Fernández;Monday;12:00;P31;77;20.48;175.8;0;2;1;21
8704;Exequiel Fernández;Monday;12:15;P31;79;19.96;180.4;0;2;1;21
8705;Exequiel Fernández;Monday;12:30;P31;76.07;20.73;173.7;0;2;1;21
8706;Exequiel Fernández;Monday;12:45;P31;75.64;20.85;172.7;0;2;1;21
8707;Exequiel Fernández;Monday;13:00;P31;72.5;21.75;165.5;0;2;1;21
8708;Exequiel Fernández;Monday;13:15;P31;72.93;21.62;166.5;0;2;1;21
8709;Exequiel Fernández;Monday;13:30;P31;79.13;19.93;180.7;0;2;1;21
8710;Exequiel Fernández;Monday;13:45;P31;78;20.22;178.1;0;2;1;21
8711;Exequiel Fernández;Monday;14:00;P31;74.4;21.19;169.9;0;2;1;21
8712;Exequiel Fernández;Monday;14:15;P31;85.67;18.41;195.6;5.6;3;1;21
8713;Exequiel Fernández;Monday;14:30;P31;120.64;13.07;275.4;85.4;4;2;21
8714;Exequiel Fernández;Monday;14:45;P31;127.71;12.35;291.6;101.6;5;2;21
8715;Exequiel Fernández;Monday;15:00;P31;105.57;14.94;241;51;4;2;21
8716;Exequiel Fernández;Monday;15:15;P31;79.07;19.94;180.5;0;2;1;21
8717;Exequiel Fernández;Monday;15:30;P31;67.71;23.29;154.6;0;2;1;21
8718;Exequiel Fernández;Monday;15:45;P31;52.13;30.25;119;0;2;1;21
8719;Exequiel Fernández;Monday;16:00;P31;50.31;31.34;114.9;0;2;1;21
8720;Exequiel Fernández;Monday;16:15;P31;54.61;28.87;124.7;0;2;1;21
8721;Exequiel Fernández;Monday;16:30;P31;54.69;28.83;124.9;0;2;1;21
8722;Exequiel Fernández;Monday;16:45;P31;56.87;27.73;129.8;0;2;1;21
8723;Exequiel Fernández;Monday;17:00;P4;56.93;27.7;130;0;2;1;21
8724;Exequiel Fernández;Monday;17:15;P4;55.25;28.54;126.1;0;2;1;21
8725;Exequiel Fernández;Monday;17:30;P4;55.67;28.33;127.1;0;2;1;21
8726;Exequiel Fernández;Monday;17:45;P4;57.64;27.35;131.6;0;2;1;21
8727;Exequiel Fernández;Monday;18:00;P4;63.64;24.78;145.3;0;2;1;21
8728;Exequiel Fernández;Monday;18:15;P4;79.33;19.88;181.1;0;2;1;21
8729;Exequiel Fernández;Monday;18:30;P4;91.91;17.16;209.8;19.8;3;1;21
8730;Exequiel Fernández;Monday;18:45;P4;164.08;9.61;374.6;184.6;5;2;21
8731;Exequiel Fernández;Monday;19:00;P5;178;8.86;406.4;216.4;5;2;21
8732;Exequiel Fernández;Monday;19:15;P5;122.83;12.84;280.4;90.4;4;2;21
8733;Exequiel Fernández;Monday;19:30;P5;94;16.77;214.6;24.6;3;1;21
8734;Exequiel Fernández;Monday;19:45;P5;86.73;18.18;198;8;3;1;21
8735;Exequiel Fernández;Monday;20:00;P5;75.31;20.94;171.9;0;2;1;21
8736;Exequiel Fernández;Monday;20:15;P5;79.42;19.85;181.3;0;2;1;21
8737;Exequiel Fernández;Monday;20:30;P5;69.09;22.82;157.7;0;2;1;21
8738;Exequiel Fernández;Monday;20:45;P5;62.58;25.2;142.9;0;2;1;21
8739;Exequiel Fernández;Monday;21:00;P6;53.8;29.31;122.8;0;2;1;21
8740;Exequiel Fernández;Monday;21:15;P6;53.42;29.52;122;0;2;1;21
8741;Exequiel Fernández;Monday;21:30;P6;48.85;32.28;111.5;0;1;1;21
8742;Exequiel Fernández;Monday;21:45;P6;50.87;31;116.1;0;2;1;21
8743;Exequiel Fernández;Tuesday;6:30;P8;77.47;20.35;176.9;0;2;0;21
8744;Exequiel Fernández;Tuesday;6:45;P8;78.27;20.15;178.7;0;2;0;21
8745;Exequiel Fernández;Tuesday;7:00;P31;75.6;20.86;172.6;0;2;0;21
8746;Exequiel Fernández;Tuesday;7:15;P31;89.2;17.68;203.7;13.7;3;0;21
8747;Exequiel Fernández;Tuesday;7:30;P1;93.75;16.82;214;24;3;0;21
8748;Exequiel Fernández;Tuesday;7:45;P1;215;7.33;490.9;300.9;5;2;21
8749;Exequiel Fernández;Tuesday;8:00;P1;241.44;6.53;551.2;361.2;6;2;21
8750;Exequiel Fernández;Tuesday;8:15;P1;232.92;6.77;531.8;341.8;6;2;21
8751;Exequiel Fernández;Tuesday;8:30;P1;169.25;9.32;386.4;196.4;5;2;21
8752;Exequiel Fernández;Tuesday;8:45;P1;92.53;17.04;211.3;21.3;3;1;21
8753;Exequiel Fernández;Tuesday;9:00;P2;74.87;21.06;170.9;0;2;1;21
8754;Exequiel Fernández;Tuesday;9:15;P2;68.64;22.97;156.7;0;2;1;21
8755;Exequiel Fernández;Tuesday;9:30;P2;72.13;21.86;164.7;0;2;1;21
8756;Exequiel Fernández;Tuesday;9:45;P2;70.07;22.5;160;0;2;1;21
8757;Exequiel Fernández;Tuesday;10:00;P31;61.12;25.8;139.5;0;2;1;21
8758;Exequiel Fernández;Tuesday;10:15;P31;54.77;28.79;125;0;2;1;21
8759;Exequiel Fernández;Tuesday;10:30;P31;50.93;30.96;116.3;0;2;1;21
8760;Exequiel Fernández;Tuesday;10:45;P31;48.81;32.3;111.4;0;1;1;21
8761;Exequiel Fernández;Tuesday;11:00;P31;57.87;27.25;132.1;0;2;1;21
8762;Exequiel Fernández;Tuesday;11:15;P31;73.23;21.53;167.2;0;2;1;21
8763;Exequiel Fernández;Tuesday;11:30;P31;75.53;20.88;172.4;0;2;1;21
8764;Exequiel Fernández;Tuesday;11:45;P31;68.79;22.92;157;0;2;1;21
8765;Exequiel Fernández;Tuesday;12:00;P31;75.57;20.87;172.5;0;2;1;21
8766;Exequiel Fernández;Tuesday;12:15;P31;74.73;21.1;170.6;0;2;1;21
8767;Exequiel Fernández;Tuesday;12:30;P31;81.2;19.42;185.4;0;2;1;21
8768;Exequiel Fernández;Tuesday;12:45;P31;81.06;19.45;185.1;0;2;1;21
8769;Exequiel Fernández;Tuesday;13:00;P31;78.54;20.08;179.3;0;2;1;21
8770;Exequiel Fernández;Tuesday;13:15;P31;77.67;20.3;177.3;0;2;1;21
8771;Exequiel Fernández;Tuesday;13:30;P31;75.22;20.96;171.7;0;2;1;21
8772;Exequiel Fernández;Tuesday;13:45;P31;74.83;21.07;170.9;0;2;1;21
8773;Exequiel Fernández;Tuesday;14:00;P31;73.27;21.52;167.3;0;2;1;21
8774;Exequiel Fernández;Tuesday;14:15;P31;75.29;20.94;171.9;0;2;1;21
8775;Exequiel Fernández;Tuesday;14:30;P31;73;21.6;166.7;0;2;1;21
8776;Exequiel Fernández;Tuesday;14:45;P31;72.07;21.88;164.5;0;2;1;21
8777;Exequiel Fernández;Tuesday;15:00;P31;71.12;22.17;162.4;0;2;1;21
8778;Exequiel Fernández;Tuesday;15:15;P31;66.5;23.71;151.8;0;2;1;21
8779;Exequiel Fernández;Tuesday;15:30;P31;66;23.89;150.7;0;2;1;21
8780;Exequiel Fernández;Tuesday;15:45;P31;57.36;27.49;131;0;2;1;21
8781;Exequiel Fernández;Tuesday;16:00;P31;59.4;26.55;135.6;0;2;1;21
8782;Exequiel Fernández;Tuesday;16:15;P31;52;30.32;118.7;0;2;1;21
8783;Exequiel Fernández;Tuesday;16:30;P31;59.41;26.54;135.6;0;2;1;21
8784;Exequiel Fernández;Tuesday;16:45;P31;51.21;30.79;116.9;0;2;1;21
8785;Exequiel Fernández;Tuesday;17:00;P4;48.2;32.71;110;0;1;1;21
8786;Exequiel Fernández;Tuesday;17:15;P4;52.93;29.79;120.9;0;2;1;21
8787;Exequiel Fernández;Tuesday;17:30;P4;54.2;29.09;123.7;0;2;1;21
8788;Exequiel Fernández;Tuesday;17:45;P4;57.69;27.33;131.7;0;2;1;21
8789;Exequiel Fernández;Tuesday;18:00;P4;62.36;25.29;142.4;0;2;1;21
8790;Exequiel Fernández;Tuesday;18:15;P4;81.62;19.32;186.4;0;2;1;21
8791;Exequiel Fernández;Tuesday;18:30;P4;113.29;13.92;258.6;68.6;4;2;21
8792;Exequiel Fernández;Tuesday;18:45;P4;184.75;8.53;421.8;231.8;5;2;21
8793;Exequiel Fernández;Tuesday;19:00;P5;208.14;7.58;475.2;285.2;5;2;21
8794;Exequiel Fernández;Tuesday;19:15;P5;174.64;9.03;398.7;208.7;5;2;21
8795;Exequiel Fernández;Tuesday;19:30;P5;136.93;11.52;312.6;122.6;5;2;21
8796;Exequiel Fernández;Tuesday;19:45;P5;126.27;12.49;288.3;98.3;4;2;21
8797;Exequiel Fernández;Tuesday;20:00;P5;102.88;15.33;234.9;44.9;3;1;21
8798;Exequiel Fernández;Tuesday;20:15;P5;84.87;18.58;193.8;3.8;3;1;21
8799;Exequiel Fernández;Tuesday;20:30;P5;69.07;22.83;157.7;0;2;1;21
8800;Exequiel Fernández;Tuesday;20:45;P5;58.88;26.78;134.4;0;2;1;21
8801;Exequiel Fernández;Tuesday;21:00;P6;58.71;26.86;134.1;0;2;1;21
8802;Exequiel Fernández;Tuesday;21:15;P6;53.07;29.71;121.2;0;2;1;21
8803;Exequiel Fernández;Tuesday;21:30;P6;53.64;29.39;122.5;0;2;1;21
8804;Exequiel Fernández;Tuesday;21:45;P6;53.89;29.26;123;0;2;1;21
8805;Exequiel Fernández;Wednesday;6:30;P8;64;24.64;146.1;0;2;0;21
8806;Exequiel Fernández;Wednesday;6:45;P8;67.18;23.47;153.4;0;2;0;21
8807;Exequiel Fernández;Wednesday;7:00;P31;57.83;27.26;132;0;2;0;21
8808;Exequiel Fernández;Wednesday;7:15;P31;86.77;18.17;198.1;8.1;3;0;21
8809;Exequiel Fernández;Wednesday;7:30;P1;96.21;16.39;219.7;29.7;3;0;21
8810;Exequiel Fernández;Wednesday;7:45;P1;189.2;8.33;432;242;5;2;21
8811;Exequiel Fernández;Wednesday;8:00;P1;282.27;5.59;644.5;454.5;6;2;21
8812;Exequiel Fernández;Wednesday;8:15;P1;273.17;5.77;623.7;433.7;6;2;21
8813;Exequiel Fernández;Wednesday;8:30;P1;188.07;8.38;429.4;239.4;5;2;21
8814;Exequiel Fernández;Wednesday;8:45;P1;107.08;14.73;244.5;54.5;4;2;21
8815;Exequiel Fernández;Wednesday;9:00;P2;80.33;19.63;183.4;0;2;1;21
8816;Exequiel Fernández;Wednesday;9:15;P2;75.92;20.77;173.3;0;2;1;21
8817;Exequiel Fernández;Wednesday;9:30;P2;84.23;18.72;192.3;2.3;3;1;21
8818;Exequiel Fernández;Wednesday;9:45;P2;71.17;22.16;162.5;0;2;1;21
8819;Exequiel Fernández;Wednesday;10:00;P31;69.82;22.58;159.4;0;2;1;21
8820;Exequiel Fernández;Wednesday;10:15;P31;55;28.67;125.6;0;2;1;21
8821;Exequiel Fernández;Wednesday;10:30;P31;50.54;31.2;115.4;0;2;1;21
8822;Exequiel Fernández;Wednesday;10:45;P31;51.67;30.52;118;0;2;1;21
8823;Exequiel Fernández;Wednesday;11:00;P31;61.17;25.78;139.6;0;2;1;21
8824;Exequiel Fernández;Wednesday;11:15;P31;74.67;21.12;170.5;0;2;1;21
8825;Exequiel Fernández;Wednesday;11:30;P31;72.27;21.82;165;0;2;1;21
8826;Exequiel Fernández;Wednesday;11:45;P31;77.91;20.24;177.9;0;2;1;21
8827;Exequiel Fernández;Wednesday;12:00;P31;76.73;20.55;175.2;0;2;1;21
8828;Exequiel Fernández;Wednesday;12:15;P31;73.42;21.48;167.6;0;2;1;21
8829;Exequiel Fernández;Wednesday;12:30;P31;70;22.53;159.8;0;2;1;21
8830;Exequiel Fernández;Wednesday;12:45;P31;72;21.9;164.4;0;2;1;21
8831;Exequiel Fernández;Wednesday;13:00;P31;70.09;22.5;160;0;2;1;21
8832;Exequiel Fernández;Wednesday;13:15;P31;73.83;21.36;168.6;0;2;1;21
8833;Exequiel Fernández;Wednesday;13:30;P31;80.5;19.59;183.8;0;2;1;21
8834;Exequiel Fernández;Wednesday;13:45;P31;75.64;20.85;172.7;0;2;1;21
8835;Exequiel Fernández;Wednesday;14:00;P31;75.67;20.84;172.8;0;2;1;21
8836;Exequiel Fernández;Wednesday;14:15;P31;70;22.53;159.8;0;2;1;21
8837;Exequiel Fernández;Wednesday;14:30;P31;65.07;24.23;148.6;0;2;1;21
8838;Exequiel Fernández;Wednesday;14:45;P31;72;21.9;164.4;0;2;1;21
8839;Exequiel Fernández;Wednesday;15:00;P31;80.1;19.69;182.9;0;2;1;21
8840;Exequiel Fernández;Wednesday;15:15;P31;80;19.71;182.6;0;2;1;21
8841;Exequiel Fernández;Wednesday;15:30;P31;80.08;19.69;182.8;0;2;1;21
8842;Exequiel Fernández;Wednesday;15:45;P31;57.43;27.46;131.1;0;2;1;21
8843;Exequiel Fernández;Wednesday;16:00;P31;53.67;29.38;122.5;0;2;1;21
8844;Exequiel Fernández;Wednesday;16:15;P31;54.6;28.88;124.7;0;2;1;21
8845;Exequiel Fernández;Wednesday;16:30;P31;60.15;26.21;137.3;0;2;1;21
8846;Exequiel Fernández;Wednesday;16:45;P31;58.15;27.11;132.8;0;2;1;21
8847;Exequiel Fernández;Wednesday;17:00;P4;57.38;27.48;131;0;2;1;21
8848;Exequiel Fernández;Wednesday;17:15;P4;56.8;27.76;129.7;0;2;1;21
8849;Exequiel Fernández;Wednesday;17:30;P4;55.2;28.57;126;0;2;1;21
8850;Exequiel Fernández;Wednesday;17:45;P4;63.38;24.88;144.7;0;2;1;21
8851;Exequiel Fernández;Wednesday;18:00;P4;75.9;20.77;173.3;0;2;1;21
8852;Exequiel Fernández;Wednesday;18:15;P4;103.08;15.3;235.3;45.3;3;1;21
8853;Exequiel Fernández;Wednesday;18:30;P4;148.09;10.65;338.1;148.1;5;2;21
8854;Exequiel Fernández;Wednesday;18:45;P4;204.64;7.71;467.2;277.2;5;2;21
8855;Exequiel Fernández;Wednesday;19:00;P5;219.15;7.19;500.4;310.4;6;2;21
8856;Exequiel Fernández;Wednesday;19:15;P5;207.92;7.58;474.7;284.7;5;2;21
8857;Exequiel Fernández;Wednesday;19:30;P5;162.54;9.7;371.1;181.1;5;2;21
8858;Exequiel Fernández;Wednesday;19:45;P5;166.1;9.49;379.2;189.2;5;2;21
8859;Exequiel Fernández;Wednesday;20:00;P5;169.92;9.28;387.9;197.9;5;2;21
8860;Exequiel Fernández;Wednesday;20:15;P5;154.64;10.2;353.1;163.1;5;2;21
8861;Exequiel Fernández;Wednesday;20:30;P5;163.11;9.67;372.4;182.4;5;2;21
8862;Exequiel Fernández;Wednesday;20:45;P5;116.8;13.5;266.7;76.7;4;2;21
8863;Exequiel Fernández;Wednesday;21:00;P6;98.33;16.04;224.5;34.5;3;1;21
8864;Exequiel Fernández;Wednesday;21:15;P6;84.29;18.71;192.4;2.4;3;1;21
8865;Exequiel Fernández;Wednesday;21:30;P6;64.5;24.45;147.3;0;2;1;21
8866;Exequiel Fernández;Wednesday;21:45;P6;50;31.54;114.2;0;2;1;21
8867;Exequiel Fernández;Thursday;6:30;P8;71.9;21.93;164.2;0;2;0;21
8868;Exequiel Fernández;Thursday;6:45;P8;67.11;23.5;153.2;0;2;0;21
8869;Exequiel Fernández;Thursday;7:00;P31;61.11;25.8;139.5;0;2;0;21
8870;Exequiel Fernández;Thursday;7:15;P31;86.12;18.31;196.6;6.6;3;0;21
8871;Exequiel Fernández;Thursday;7:30;P1;89.91;17.54;205.3;15.3;3;0;21
8872;Exequiel Fernández;Thursday;7:45;P1;193.56;8.15;441.9;251.9;5;2;21
8873;Exequiel Fernández;Thursday;8:00;P1;230.11;6.85;525.4;335.4;6;2;21
