main_street;id_arco;sense;from_intersection;to_intersection;Interseccion;day_name;hora;Nivel
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;16:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;16:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;16:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;17:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;17:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;17:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;17:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;18:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;18:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;18:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;18:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;19:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;19:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;19:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;19:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;20:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;20:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;20:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;20:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;21:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;21:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;21:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Saturday;21:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;6:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;6:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;7:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;7:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;7:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;7:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;8:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;8:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;8:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;8:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;9:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;9:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;9:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;9:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;10:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;10:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;10:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;10:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;11:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;11:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;11:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;11:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;12:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;12:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;12:30;3
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;12:45;5
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;13:00;5
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;13:15;6
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;13:30;6
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;13:45;6
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;14:00;6
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;14:15;5
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;14:30;5
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;14:45;4
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;15:00;4
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;15:15;3
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;15:30;3
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;15:45;3
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;16:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;16:15;3
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;16:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;16:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;17:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;17:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;17:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;17:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;18:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;18:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;18:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;18:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;19:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;19:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;19:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;19:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;20:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;20:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;20:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;20:45;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;21:00;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;21:15;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;21:30;2
Dublé Almeyda;9;PO;Campo de Deportes;Av. Pedro de Valdivia;7;Sunday;21:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;6:30;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;6:45;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;7:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;7:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;7:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;7:45;3
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;8:00;4
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;8:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;8:30;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;8:45;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;9:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;9:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;9:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;9:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;10:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;10:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;10:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;10:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;11:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;11:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;11:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;11:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;12:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;12:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;12:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;12:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;13:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;13:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;13:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;13:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;14:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;14:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;14:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;14:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;15:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;15:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;15:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;15:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;16:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;16:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;16:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;16:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;17:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;17:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;17:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;17:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;18:00;3
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;18:15;4
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;18:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;18:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;19:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;19:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;19:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;19:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;20:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;20:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;20:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;20:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;21:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;21:15;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;21:30;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Monday;21:45;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;6:30;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;6:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;7:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;7:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;7:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;7:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;8:00;3
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;8:15;4
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;8:30;5
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;8:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;9:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;9:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;9:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;9:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;10:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;10:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;10:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;10:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;11:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;11:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;11:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;11:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;12:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;12:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;12:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;12:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;13:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;13:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;13:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;13:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;14:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;14:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;14:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;14:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;15:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;15:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;15:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;15:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;16:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;16:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;16:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;16:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;17:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;17:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;17:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;17:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;18:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;18:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;18:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;18:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;19:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;19:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;19:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;19:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;20:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;20:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;20:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;20:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;21:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;21:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;21:30;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Tuesday;21:45;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;6:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;6:45;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;7:00;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;7:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;7:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;7:45;3
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;8:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;8:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;8:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;8:45;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;9:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;9:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;9:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;9:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;10:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;10:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;10:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;10:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;11:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;11:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;11:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;11:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;12:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;12:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;12:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;12:45;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;13:00;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;13:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;13:30;3
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;13:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;14:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;14:15;1
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;14:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;14:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;15:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;15:15;3
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;15:30;3
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;15:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;16:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;16:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;16:30;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;16:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;17:00;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;17:15;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;17:30;4
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;17:45;5
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;18:00;5
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;18:15;5
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;18:30;5
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;18:45;5
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;19:00;5
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;19:15;6
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;19:30;5
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;19:45;5
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;20:00;5
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;20:15;5
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;20:30;5
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;20:45;2
Dublé Almeyda;10;PO;Av. Pedro de Valdivia;Los Tres Antonios;8;Wednesday;21:00;2
