main_street;id_arco;sense;from_intersection;to_intersection;Interseccion;day_name;hora;Nivel
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Tuesday;20:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Tuesday;20:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Tuesday;21:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Tuesday;21:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Tuesday;21:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Tuesday;21:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;6:30;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;6:45;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;7:00;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;7:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;7:30;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;7:45;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;8:00;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;8:15;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;8:30;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;8:45;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;9:00;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;9:15;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;9:30;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;9:45;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;10:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;10:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;10:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;10:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;11:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;11:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;11:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;11:45;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;12:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;12:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;12:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;12:45;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;13:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;13:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;13:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;13:45;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;14:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;14:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;14:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;14:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;15:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;15:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;15:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;15:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;16:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;16:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;16:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;16:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;17:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;17:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;17:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;17:45;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;18:00;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;18:15;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;18:30;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;18:45;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;19:00;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;19:15;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;19:30;5
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;19:45;5
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;20:00;5
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;20:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;20:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;20:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;21:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;21:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;21:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Wednesday;21:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;6:30;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;6:45;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;7:00;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;7:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;7:30;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;7:45;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;8:00;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;8:15;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;8:30;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;8:45;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;9:00;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;9:15;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;9:30;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;9:45;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;10:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;10:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;10:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;10:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;11:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;11:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;11:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;11:45;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;12:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;12:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;12:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;12:45;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;13:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;13:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;13:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;13:45;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;14:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;14:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;14:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;14:45;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;15:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;15:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;15:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;15:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;16:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;16:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;16:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;16:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;17:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;17:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;17:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;17:45;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;18:00;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;18:15;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;18:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;18:45;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;19:00;5
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;19:15;5
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;19:30;6
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;19:45;5
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;20:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;20:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;20:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;20:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;21:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;21:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;21:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Thursday;21:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;6:30;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;6:45;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;7:00;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;7:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;7:30;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;7:45;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;8:00;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;8:15;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;8:30;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;8:45;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;9:00;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;9:15;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;9:30;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;9:45;
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;10:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;10:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;10:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;10:45;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;11:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;11:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;11:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;11:45;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;12:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;12:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;12:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;12:45;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;13:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;13:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;13:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;13:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;14:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;14:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;14:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;14:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;15:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;15:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;15:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;15:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;16:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;16:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;16:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;16:45;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;17:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;17:15;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;17:30;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;17:45;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;18:00;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;18:15;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;18:30;5
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;18:45;5
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;19:00;5
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;19:15;5
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;19:30;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;19:45;4
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;20:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;20:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;20:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;20:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;21:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;21:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;21:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Friday;21:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;6:30;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;6:45;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;7:00;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;7:15;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;7:30;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;7:45;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;8:00;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;8:15;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;8:30;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;8:45;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;9:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;9:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;9:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;9:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;10:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;10:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;10:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;10:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;11:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;11:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;11:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;11:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;12:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;12:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;12:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;12:45;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;13:00;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;13:15;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;13:30;3
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;13:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;14:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;14:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;14:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;14:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;15:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;15:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;15:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;15:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;16:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;16:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;16:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;16:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;17:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;17:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;17:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;17:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;18:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;18:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;18:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;18:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;19:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;19:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;19:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;19:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;20:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;20:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;20:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;20:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;21:00;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;21:15;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;21:30;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Saturday;21:45;2
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Sunday;6:30;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Sunday;6:45;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Sunday;7:00;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Sunday;7:15;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Sunday;7:30;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Sunday;7:45;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Sunday;8:00;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Sunday;8:15;1
Avenida Irarrázaval;28;PO;Campo de Deportes;Av. Pedro de Valdivia;2;Sunday;8:30;1
